Case ID,Activity,Resource,Complete Timestamp,outcome
S60748,Payment,,2001-05-07 00:00:00,False
S61455,Create Fine,829.0,2001-05-07 00:00:00,
S61103,Create Fine,802.0,2001-05-07 00:00:00,
N33536,Payment,,2001-05-07 00:00:00,False
S62051,Create Fine,823.0,2001-05-07 00:00:00,
S61054,Create Fine,824.0,2001-05-07 00:00:00,
N33252,Payment,,2001-05-07 00:00:00,False
S61455,Payment,,2001-05-08 00:00:00,False
S62216,Create Fine,11.0,2001-05-08 00:00:00,
S61360,Payment,,2001-05-08 00:00:00,False
S61757,Create Fine,825.0,2001-05-08 00:00:00,
S55604,Payment,,2001-05-08 00:00:00,False
S61304,Create Fine,819.0,2001-05-08 00:00:00,
S61056,Create Fine,824.0,2001-05-08 00:00:00,
N32264,Send Fine,,2001-05-09 00:00:00,
N31746,Send Fine,,2001-05-09 00:00:00,
N32265,Send Fine,,2001-05-09 00:00:00,False
N32466,Send Fine,,2001-05-09 00:00:00,
N32275,Send Fine,,2001-05-09 00:00:00,
S61060,Create Fine,824.0,2001-05-09 00:00:00,
N32680,Send Fine,,2001-05-09 00:00:00,
N32219,Send Fine,,2001-05-09 00:00:00,
S58849,Send Fine,,2001-05-09 00:00:00,
S57097,Send Fine,,2001-05-09 00:00:00,False
N32607,Send Fine,,2001-05-09 00:00:00,
N32035,Send Fine,,2001-05-09 00:00:00,
N32225,Send Fine,,2001-05-09 00:00:00,
N32226,Send Fine,,2001-05-09 00:00:00,
N31373,Send Fine,,2001-05-09 00:00:00,
N32218,Send Fine,,2001-05-09 00:00:00,
S58136,Send Fine,,2001-05-09 00:00:00,
S60271,Send Fine,,2001-05-09 00:00:00,
S39172,Send Fine,,2001-05-09 00:00:00,
N31383,Send Fine,,2001-05-09 00:00:00,
N31699,Send Fine,,2001-05-09 00:00:00,
N32526,Send Fine,,2001-05-09 00:00:00,
N31980,Send Fine,,2001-05-09 00:00:00,
N32779,Send Fine,,2001-05-09 00:00:00,
N31082,Send Fine,,2001-05-09 00:00:00,
S58848,Send Fine,,2001-05-09 00:00:00,
N31839,Send Fine,,2001-05-09 00:00:00,
N31899,Send Fine,,2001-05-09 00:00:00,
N32279,Send Fine,,2001-05-09 00:00:00,
N31742,Send Fine,,2001-05-09 00:00:00,
N31730,Send Fine,,2001-05-09 00:00:00,
N32241,Send Fine,,2001-05-09 00:00:00,False
N31099,Send Fine,,2001-05-09 00:00:00,
N31884,Send Fine,,2001-05-09 00:00:00,
N31718,Send Fine,,2001-05-09 00:00:00,
S43272,Send Fine,,2001-05-09 00:00:00,
N32905,Send Fine,,2001-05-09 00:00:00,False
N31877,Send Fine,,2001-05-09 00:00:00,
S60029,Send Fine,,2001-05-09 00:00:00,
N30489,Send Fine,,2001-05-09 00:00:00,
N32458,Send Fine,,2001-05-09 00:00:00,
N32026,Send Fine,,2001-05-09 00:00:00,
S60037,Send Fine,,2001-05-09 00:00:00,
N31077,Send Fine,,2001-05-09 00:00:00,
N31716,Send Fine,,2001-05-09 00:00:00,
N31963,Send Fine,,2001-05-09 00:00:00,
N32506,Send Fine,,2001-05-09 00:00:00,
S61755,Payment,,2001-05-09 00:00:00,False
N32029,Send Fine,,2001-05-09 00:00:00,
N32640,Send Fine,,2001-05-09 00:00:00,
N32893,Send Fine,,2001-05-09 00:00:00,
S58921,Send Fine,,2001-05-09 00:00:00,
N32790,Send Fine,,2001-05-09 00:00:00,
S60263,Send Fine,,2001-05-09 00:00:00,
N32454,Send Fine,,2001-05-09 00:00:00,
N32829,Send Fine,,2001-05-09 00:00:00,
S57415,Send Fine,,2001-05-09 00:00:00,
S39167,Send Fine,,2001-05-09 00:00:00,
N32795,Send Fine,,2001-05-09 00:00:00,
N32505,Send Fine,,2001-05-09 00:00:00,
N30500,Send Fine,,2001-05-09 00:00:00,
S43568,Payment,,2001-05-10 00:00:00,False
S62223,Create Fine,11.0,2001-05-10 00:00:00,
C13067,Payment,,2001-05-10 00:00:00,False
S61403,Create Fine,816.0,2001-05-10 00:00:00,
N31196,Create Fine,546.0,2001-05-10 00:00:00,
S61502,Create Fine,832.0,2001-05-10 00:00:00,
S61060,Payment,,2001-05-10 00:00:00,False
N19842,Add penalty,,2001-05-10 00:00:00,
S61254,Create Fine,827.0,2001-05-10 00:00:00,
S61654,Create Fine,833.0,2001-05-11 00:00:00,
S61107,Create Fine,802.0,2001-05-11 00:00:00,
N33024,Create Fine,536.0,2001-05-11 00:00:00,
S61201,Payment,,2001-05-11 00:00:00,False
N32754,Add penalty,,2001-05-11 00:00:00,
V7215,Create Fine,836.0,2001-05-11 00:00:00,
S60606,Payment,,2001-05-11 00:00:00,False
S61256,Create Fine,827.0,2001-05-11 00:00:00,
N31642,Add penalty,,2001-05-11 00:00:00,
S57425,Payment,,2001-05-11 00:00:00,False
V7217,Create Fine,836.0,2001-05-11 00:00:00,
S61064,Create Fine,824.0,2001-05-12 00:00:00,
S60102,Add penalty,,2001-05-12 00:00:00,
S61459,Create Fine,829.0,2001-05-12 00:00:00,
C12884,Payment,,2001-05-12 00:00:00,
S61062,Create Fine,824.0,2001-05-12 00:00:00,
S62157,Create Fine,821.0,2001-05-13 00:00:00,
S61555,Create Fine,810.0,2001-05-13 00:00:00,
S61071,Create Fine,824.0,2001-05-14 00:00:00,
S61952,Create Fine,837.0,2001-05-14 00:00:00,
N33941,Create Fine,548.0,2001-05-14 00:00:00,
S61856,Create Fine,835.0,2001-05-14 00:00:00,
S61114,Create Fine,802.0,2001-05-14 00:00:00,
S61214,Create Fine,828.0,2001-05-14 00:00:00,
N31366,Add penalty,,2001-05-14 00:00:00,
N31662,Add penalty,,2001-05-14 00:00:00,
S62230,Create Fine,11.0,2001-05-14 00:00:00,
S61371,Create Fine,818.0,2001-05-14 00:00:00,
S61257,Create Fine,827.0,2001-05-14 00:00:00,
S61774,Create Fine,825.0,2001-05-14 00:00:00,
N19840,Payment,,2001-05-14 00:00:00,False
S61778,Create Fine,825.0,2001-05-15 00:00:00,
N33590,Create Fine,541.0,2001-05-15 00:00:00,
S62234,Create Fine,11.0,2001-05-15 00:00:00,
N31963,Insert Fine Notification,,2001-05-15 00:00:00,
N31866,Add penalty,,2001-05-15 00:00:00,
N32035,Insert Fine Notification,,2001-05-15 00:00:00,
S62223,Insert Date Appeal to Prefecture,,2001-05-15 00:00:00,
N32264,Insert Fine Notification,,2001-05-15 00:00:00,
S61259,Create Fine,827.0,2001-05-15 00:00:00,
N31327,Add penalty,,2001-05-15 00:00:00,
N32829,Insert Fine Notification,,2001-05-15 00:00:00,
S39167,Insert Fine Notification,,2001-05-15 00:00:00,
S62052,Create Fine,823.0,2001-05-15 00:00:00,
N31373,Insert Fine Notification,,2001-05-15 00:00:00,
N32225,Insert Fine Notification,,2001-05-15 00:00:00,
N32275,Insert Fine Notification,,2001-05-15 00:00:00,
N31066,Add penalty,,2001-05-15 00:00:00,
N31811,Add penalty,,2001-05-15 00:00:00,
S39172,Insert Fine Notification,,2001-05-15 00:00:00,
N31082,Insert Fine Notification,,2001-05-15 00:00:00,
N31827,Add penalty,,2001-05-15 00:00:00,
N31884,Insert Fine Notification,,2001-05-15 00:00:00,
S60271,Insert Fine Notification,,2001-05-15 00:00:00,
S58848,Insert Fine Notification,,2001-05-15 00:00:00,
N32458,Insert Fine Notification,,2001-05-15 00:00:00,
N31077,Insert Fine Notification,,2001-05-15 00:00:00,
N30495,Add penalty,,2001-05-15 00:00:00,
S60037,Insert Fine Notification,,2001-05-15 00:00:00,
N30489,Insert Fine Notification,,2001-05-15 00:00:00,
S60029,Insert Fine Notification,,2001-05-15 00:00:00,
S61071,Payment,,2001-05-15 00:00:00,
N32779,Insert Fine Notification,,2001-05-15 00:00:00,
N31839,Insert Fine Notification,,2001-05-16 00:00:00,
V7223,Create Fine,30.0,2001-05-16 00:00:00,
N31718,Insert Fine Notification,,2001-05-16 00:00:00,
S61375,Create Fine,818.0,2001-05-16 00:00:00,
S61372,Create Fine,818.0,2001-05-16 00:00:00,
N19850,Add penalty,,2001-05-16 00:00:00,
N32770,Add penalty,,2001-05-16 00:00:00,
N31823,Add penalty,,2001-05-16 00:00:00,
N31877,Insert Fine Notification,,2001-05-16 00:00:00,
S60102,Payment,,2001-05-16 00:00:00,
S61659,Create Fine,833.0,2001-05-16 00:00:00,
N31716,Insert Fine Notification,,2001-05-16 00:00:00,
N33454,Create Fine,538.0,2001-05-16 00:00:00,
S62236,Create Fine,11.0,2001-05-16 00:00:00,
N32029,Insert Fine Notification,,2001-05-16 00:00:00,
N32026,Insert Fine Notification,,2001-05-16 00:00:00,
S58921,Insert Fine Notification,,2001-05-16 00:00:00,
N31742,Insert Fine Notification,,2001-05-16 00:00:00,
S62014,Create Fine,838.0,2001-05-16 00:00:00,
S58849,Insert Fine Notification,,2001-05-16 00:00:00,
N32279,Insert Fine Notification,,2001-05-16 00:00:00,
N32505,Insert Fine Notification,,2001-05-16 00:00:00,
N32640,Insert Fine Notification,,2001-05-16 00:00:00,
N31980,Insert Fine Notification,,2001-05-16 00:00:00,
N33449,Create Fine,538.0,2001-05-16 00:00:00,
S61955,Create Fine,837.0,2001-05-16 00:00:00,
N34071,Send Fine,,2001-05-17 00:00:00,
N31480,Send Fine,,2001-05-17 00:00:00,
N31482,Send Fine,,2001-05-17 00:00:00,
N31099,Insert Fine Notification,,2001-05-17 00:00:00,
S60293,Send Fine,,2001-05-17 00:00:00,
N32156,Send Fine,,2001-05-17 00:00:00,
S60308,Send Fine,,2001-05-17 00:00:00,
S60710,Send Fine,,2001-05-17 00:00:00,
N32587,Send Fine,,2001-05-17 00:00:00,
N32595,Send Fine,,2001-05-17 00:00:00,
N31907,Send Fine,,2001-05-17 00:00:00,
N32770,Payment,,2001-05-17 00:00:00,False
N32990,Send Fine,,2001-05-17 00:00:00,
S60302,Send Fine,,2001-05-17 00:00:00,
V7050,Send Fine,,2001-05-17 00:00:00,
N32526,Insert Fine Notification,,2001-05-17 00:00:00,
N33328,Send Fine,,2001-05-17 00:00:00,
V7071,Send Fine,,2001-05-17 00:00:00,
N32998,Send Fine,,2001-05-17 00:00:00,
S60608,Send Fine,,2001-05-17 00:00:00,
S60263,Payment,,2001-05-17 00:00:00,False
N33326,Send Fine,,2001-05-17 00:00:00,
V7074,Send Fine,,2001-05-17 00:00:00,False
N32373,Send Fine,,2001-05-17 00:00:00,
N33138,Send Fine,,2001-05-17 00:00:00,
N32950,Send Fine,,2001-05-17 00:00:00,
N31130,Send Fine,,2001-05-17 00:00:00,
N32278,Insert Fine Notification,,2001-05-17 00:00:00,
N32180,Send Fine,,2001-05-17 00:00:00,
S43272,Payment,,2001-05-17 00:00:00,False
S43465,Send Fine,,2001-05-17 00:00:00,
N32955,Send Fine,,2001-05-17 00:00:00,
N32916,Send Fine,,2001-05-17 00:00:00,
S61122,Create Fine,802.0,2001-05-17 00:00:00,
S56425,Send Fine,,2001-05-17 00:00:00,
N33181,Send Fine,,2001-05-17 00:00:00,
N32965,Send Fine,,2001-05-17 00:00:00,
N32405,Send Fine,,2001-05-17 00:00:00,
N31157,Send Fine,,2001-05-17 00:00:00,False
N32542,Send Fine,,2001-05-17 00:00:00,
N33581,Create Fine,541.0,2001-05-17 00:00:00,
N33916,Send Fine,,2001-05-17 00:00:00,
N33914,Send Fine,,2001-05-17 00:00:00,
S61662,Create Fine,833.0,2001-05-17 00:00:00,
N33370,Send Fine,,2001-05-17 00:00:00,
V7236,Create Fine,35.0,2001-05-17 00:00:00,
N32291,Send Fine,,2001-05-17 00:00:00,
S57415,Insert Fine Notification,,2001-05-17 00:00:00,
S60286,Send Fine,,2001-05-17 00:00:00,
N32218,Insert Fine Notification,,2001-05-17 00:00:00,
N33355,Send Fine,,2001-05-17 00:00:00,
N33173,Send Fine,,2001-05-17 00:00:00,
N33184,Send Fine,,2001-05-17 00:00:00,
S61666,Create Fine,833.0,2001-05-17 00:00:00,
S61107,Payment,,2001-05-18 00:00:00,False
N34234,Create Fine,550.0,2001-05-18 00:00:00,
N31848,Add penalty,,2001-05-18 00:00:00,
S61907,Create Fine,836.0,2001-05-18 00:00:00,
N32454,Insert Fine Notification,,2001-05-18 00:00:00,
S61056,Payment,,2001-05-18 00:00:00,False
V7255,Create Fine,30.0,2001-05-18 00:00:00,
S61816,Create Fine,820.0,2001-05-18 00:00:00,
N33029,Create Fine,536.0,2001-05-18 00:00:00,
N33589,Create Fine,541.0,2001-05-18 00:00:00,
S61261,Create Fine,827.0,2001-05-18 00:00:00,
N30500,Payment,,2001-05-18 00:00:00,False
S58136,Insert Fine Notification,,2001-05-18 00:00:00,
N31641,Add penalty,,2001-05-18 00:00:00,
S62301,Create Fine,11.0,2001-05-18 00:00:00,
N33036,Create Fine,536.0,2001-05-19 00:00:00,
S61318,Create Fine,819.0,2001-05-19 00:00:00,
N31802,Add penalty,,2001-05-19 00:00:00,
S62303,Create Fine,11.0,2001-05-19 00:00:00,
N33038,Create Fine,536.0,2001-05-19 00:00:00,
S62157,Payment,,2001-05-19 00:00:00,False
S61786,Create Fine,825.0,2001-05-19 00:00:00,
C13449,Create Fine,838.0,2001-05-19 00:00:00,
N33461,Create Fine,538.0,2001-05-19 00:00:00,
C13450,Create Fine,838.0,2001-05-19 00:00:00,
N31786,Add penalty,,2001-05-19 00:00:00,
N33464,Create Fine,538.0,2001-05-19 00:00:00,
S61320,Create Fine,819.0,2001-05-20 00:00:00,
S61380,Create Fine,818.0,2001-05-20 00:00:00,
S61271,Create Fine,827.0,2001-05-20 00:00:00,
S61412,Create Fine,816.0,2001-05-20 00:00:00,
S61504,Create Fine,832.0,2001-05-20 00:00:00,
N31400,Add penalty,,2001-05-20 00:00:00,
C13430,Create Fine,834.0,2001-05-20 00:00:00,
S43372,Add penalty,,2001-05-20 00:00:00,
N32795,Insert Fine Notification,,2001-05-21 00:00:00,
S61907,Payment,,2001-05-21 00:00:00,False
N33657,Create Fine,546.0,2001-05-21 00:00:00,
S61481,Create Fine,829.0,2001-05-21 00:00:00,
S62315,Create Fine,11.0,2001-05-21 00:00:00,
C13300,Create Fine,810.0,2001-05-21 00:00:00,
S62312,Create Fine,11.0,2001-05-21 00:00:00,
S61324,Create Fine,819.0,2001-05-21 00:00:00,
S61825,Create Fine,820.0,2001-05-21 00:00:00,
V7262,Create Fine,831.0,2001-05-21 00:00:00,
N33482,Create Fine,538.0,2001-05-21 00:00:00,
S61485,Create Fine,829.0,2001-05-21 00:00:00,
V7256,Create Fine,831.0,2001-05-21 00:00:00,
N32506,Payment,,2001-05-22 00:00:00,False
S62320,Create Fine,11.0,2001-05-22 00:00:00,
S61485,Payment,,2001-05-22 00:00:00,False
N33960,Create Fine,548.0,2001-05-22 00:00:00,
N33048,Create Fine,536.0,2001-05-22 00:00:00,
C13352,Create Fine,821.0,2001-05-22 00:00:00,
N33487,Create Fine,538.0,2001-05-22 00:00:00,
S61131,Create Fine,802.0,2001-05-23 00:00:00,
S61504,Payment,,2001-05-23 00:00:00,False
V7274,Create Fine,30.0,2001-05-23 00:00:00,
S61324,Payment,,2001-05-23 00:00:00,False
S61713,Create Fine,834.0,2001-05-23 00:00:00,
S60205,Create Fine,25.0,2001-05-24 00:00:00,
N31383,Insert Fine Notification,,2001-05-24 00:00:00,
N32466,Insert Fine Notification,,2001-05-24 00:00:00,
S60091,Create Fine,35.0,2001-05-25 00:00:00,
C13186,Create Fine,35.0,2001-05-25 00:00:00,
N32015,Add penalty,,2001-05-25 00:00:00,
N32607,Insert Fine Notification,,2001-05-25 00:00:00,
N34241,Create Fine,550.0,2001-05-25 00:00:00,
S61494,Create Fine,829.0,2001-05-26 00:00:00,
S61659,Payment,,2001-05-26 00:00:00,False
S61507,Create Fine,832.0,2001-05-26 00:00:00,
S61916,Create Fine,836.0,2001-05-26 00:00:00,
N33604,Create Fine,541.0,2001-05-26 00:00:00,
S62112,Create Fine,839.0,2001-05-26 00:00:00,
C13115,Create Fine,29.0,2001-05-26 00:00:00,
N32680,Insert Fine Notification,,2001-05-26 00:00:00,
S61839,Create Fine,820.0,2001-05-26 00:00:00,
N30490,Add penalty,,2001-05-26 00:00:00,
N32893,Insert Fine Notification,,2001-05-26 00:00:00,
N32219,Insert Fine Notification,,2001-05-27 00:00:00,
S61796,Create Fine,825.0,2001-05-27 00:00:00,
S61679,Create Fine,833.0,2001-05-27 00:00:00,
S61508,Create Fine,832.0,2001-05-27 00:00:00,
N31730,Insert Fine Notification,,2001-05-27 00:00:00,
S61795,Create Fine,825.0,2001-05-27 00:00:00,
N32226,Insert Fine Notification,,2001-05-27 00:00:00,
N32790,Insert Fine Notification,,2001-05-27 00:00:00,
N32799,Add penalty,,2001-05-28 00:00:00,
C13506,Create Fine,829.0,2001-05-28 00:00:00,
N33966,Create Fine,548.0,2001-05-28 00:00:00,
S61871,Create Fine,835.0,2001-05-28 00:00:00,
S62551,Create Fine,825.0,2001-05-28 00:00:00,
S62555,Create Fine,825.0,2001-05-28 00:00:00,
N30486,Add penalty,,2001-05-28 00:00:00,
N32824,Add penalty,,2001-05-28 00:00:00,
N31899,Insert Fine Notification,,2001-05-28 00:00:00,
S61331,Create Fine,819.0,2001-05-29 00:00:00,
S61875,Create Fine,835.0,2001-05-29 00:00:00,
S62328,Create Fine,11.0,2001-05-29 00:00:00,
N33046,Create Fine,536.0,2001-05-29 00:00:00,
N33969,Create Fine,548.0,2001-05-29 00:00:00,
N33668,Create Fine,546.0,2001-05-29 00:00:00,
S62166,Create Fine,821.0,2001-05-29 00:00:00,
N34249,Create Fine,550.0,2001-05-29 00:00:00,
N33461,Payment,,2001-05-29 00:00:00,False
S61874,Create Fine,835.0,2001-05-29 00:00:00,
S55704,Create Fine,27.0,2001-05-29 00:00:00,
S62451,Create Fine,829.0,2001-05-29 00:00:00,
S61508,Payment,,2001-05-30 00:00:00,False
S61876,Create Fine,835.0,2001-05-30 00:00:00,
S61184,Create Fine,831.0,2001-05-30 00:00:00,
S61620,Create Fine,830.0,2001-05-30 00:00:00,
N33062,Create Fine,536.0,2001-05-30 00:00:00,
N31907,Insert Fine Notification,,2001-05-31 00:00:00,
S62167,Create Fine,821.0,2001-05-31 00:00:00,
S62467,Create Fine,829.0,2001-05-31 00:00:00,
S62462,Create Fine,829.0,2001-05-31 00:00:00,
N32405,Insert Fine Notification,,2001-05-31 00:00:00,
N31482,Insert Fine Notification,,2001-05-31 00:00:00,
S62555,Payment,,2001-05-31 00:00:00,False
N31699,Insert Fine Notification,,2001-05-31 00:00:00,
N31480,Insert Fine Notification,,2001-05-31 00:00:00,
N33058,Create Fine,536.0,2001-06-01 00:00:00,
S62903,Create Fine,833.0,2001-06-01 00:00:00,
N32595,Insert Fine Notification,,2001-06-01 00:00:00,
V7283,Create Fine,30.0,2001-06-01 00:00:00,
S61275,Create Fine,827.0,2001-06-01 00:00:00,
S61878,Create Fine,835.0,2001-06-01 00:00:00,
S61932,Create Fine,836.0,2001-06-01 00:00:00,
S61930,Create Fine,836.0,2001-06-01 00:00:00,
N33060,Create Fine,536.0,2001-06-01 00:00:00,
S62568,Create Fine,825.0,2001-06-02 00:00:00,
S62068,Create Fine,823.0,2001-06-02 00:00:00,
S62067,Create Fine,823.0,2001-06-02 00:00:00,
S62505,Create Fine,824.0,2001-06-02 00:00:00,
S62508,Create Fine,824.0,2001-06-02 00:00:00,
S62701,Create Fine,802.0,2001-06-02 00:00:00,
S62064,Create Fine,823.0,2001-06-02 00:00:00,
S61237,Create Fine,828.0,2001-06-02 00:00:00,
S61232,Create Fine,828.0,2001-06-02 00:00:00,
S61584,Create Fine,810.0,2001-06-02 00:00:00,
S61588,Create Fine,810.0,2001-06-02 00:00:00,
S61885,Create Fine,835.0,2001-06-02 00:00:00,
S62066,Create Fine,823.0,2001-06-02 00:00:00,
S61966,Create Fine,837.0,2001-06-02 00:00:00,
S62572,Create Fine,825.0,2001-06-02 00:00:00,
S61693,Create Fine,833.0,2001-06-02 00:00:00,
S61936,Create Fine,836.0,2001-06-03 00:00:00,
S62484,Create Fine,829.0,2001-06-03 00:00:00,
S62473,Create Fine,829.0,2001-06-03 00:00:00,
S61238,Create Fine,828.0,2001-06-03 00:00:00,
S61426,Create Fine,816.0,2001-06-03 00:00:00,
S61719,Create Fine,834.0,2001-06-03 00:00:00,
S62614,Create Fine,820.0,2001-06-03 00:00:00,
S62079,Create Fine,823.0,2001-06-03 00:00:00,
S62476,Create Fine,829.0,2001-06-03 00:00:00,
S61942,Create Fine,836.0,2001-06-03 00:00:00,
S62075,Create Fine,823.0,2001-06-03 00:00:00,
S61331,Payment,,2001-06-04 00:00:00,False
N32542,Insert Fine Notification,,2001-06-04 00:00:00,
S61192,Create Fine,831.0,2001-06-04 00:00:00,
S56440,Create Fine,20.0,2001-06-04 00:00:00,
S62476,Payment,,2001-06-04 00:00:00,False
S62508,Payment,,2001-06-04 00:00:00,False
N32587,Insert Fine Notification,,2001-06-04 00:00:00,
N31130,Insert Fine Notification,,2001-06-04 00:00:00,
S61878,Payment,,2001-06-04 00:00:00,False
N32916,Insert Fine Notification,,2001-06-04 00:00:00,
S62656,Create Fine,810.0,2001-06-04 00:00:00,
S62344,Create Fine,11.0,2001-06-04 00:00:00,
S61242,Create Fine,828.0,2001-06-04 00:00:00,
S61243,Create Fine,828.0,2001-06-04 00:00:00,
S62652,Create Fine,810.0,2001-06-04 00:00:00,
N33069,Create Fine,536.0,2001-06-04 00:00:00,
N33984,Create Fine,548.0,2001-06-04 00:00:00,
S61948,Create Fine,836.0,2001-06-04 00:00:00,
N33995,Create Fine,548.0,2001-06-05 00:00:00,
S62349,Create Fine,11.0,2001-06-05 00:00:00,
S62451,Payment,,2001-06-05 00:00:00,False
S62495,Create Fine,829.0,2001-06-05 00:00:00,
S61795,Payment,,2001-06-05 00:00:00,False
N32373,Insert Fine Notification,,2001-06-05 00:00:00,
N33184,Insert Fine Notification,,2001-06-06 00:00:00,
V7071,Insert Fine Notification,,2001-06-06 00:00:00,
V7294,Create Fine,831.0,2001-06-06 00:00:00,
N33494,Create Fine,538.0,2001-06-06 00:00:00,
N33991,Create Fine,548.0,2001-06-06 00:00:00,
N32180,Insert Fine Notification,,2001-06-06 00:00:00,
N33328,Insert Fine Notification,,2001-06-06 00:00:00,
S61942,Payment,,2001-06-06 00:00:00,False
C12814,Payment,,2001-06-06 00:00:00,
S61874,Payment,,2001-06-06 00:00:00,False
S60710,Insert Fine Notification,,2001-06-06 00:00:00,
S62462,Payment,,2001-06-06 00:00:00,False
N32308,Send Fine,,2001-06-07 00:00:00,
S61802,Send Fine,,2001-06-07 00:00:00,
N31898,Send Fine,,2001-06-07 00:00:00,
N33291,Create Fine,537.0,2001-06-07 00:00:00,
S62857,Create Fine,836.0,2001-06-07 00:00:00,
N33136,Send Fine,,2001-06-07 00:00:00,
N35122,Create Fine,550.0,2001-06-07 00:00:00,
S61412,Send Fine,,2001-06-07 00:00:00,
N32316,Send Fine,,2001-06-07 00:00:00,
S57432,Send Fine,,2001-06-07 00:00:00,
V7041,Send Fine,,2001-06-07 00:00:00,
S60851,Send Fine,,2001-06-07 00:00:00,
S60626,Send Fine,,2001-06-07 00:00:00,
S60632,Send Fine,,2001-06-07 00:00:00,
C13113,Send Fine,,2001-06-07 00:00:00,
S39182,Send Fine,,2001-06-07 00:00:00,False
S60629,Send Fine,,2001-06-07 00:00:00,
N32319,Send Fine,,2001-06-07 00:00:00,
S61651,Send Fine,,2001-06-07 00:00:00,
N33991,Payment,,2001-06-07 00:00:00,False
S62315,Send Fine,,2001-06-07 00:00:00,
S61051,Send Fine,,2001-06-07 00:00:00,
S61052,Send Fine,,2001-06-07 00:00:00,
S60762,Send Fine,,2001-06-07 00:00:00,
V7217,Send Fine,,2001-06-07 00:00:00,
S60744,Send Fine,,2001-06-07 00:00:00,
S55625,Send Fine,,2001-06-07 00:00:00,
V7215,Send Fine,,2001-06-07 00:00:00,
N32522,Send Fine,,2001-06-07 00:00:00,
S61654,Send Fine,,2001-06-07 00:00:00,
S56425,Payment,,2001-06-07 00:00:00,False
N33508,Send Fine,,2001-06-07 00:00:00,False
N32862,Send Fine,,2001-06-07 00:00:00,
S60431,Send Fine,,2001-06-07 00:00:00,
S60422,Send Fine,,2001-06-07 00:00:00,
S55633,Send Fine,,2001-06-07 00:00:00,
S61704,Send Fine,,2001-06-07 00:00:00,
S61054,Send Fine,,2001-06-07 00:00:00,
V7191,Send Fine,,2001-06-07 00:00:00,
S61304,Send Fine,,2001-06-07 00:00:00,
S60413,Send Fine,,2001-06-07 00:00:00,
S62216,Send Fine,,2001-06-07 00:00:00,
S61757,Send Fine,,2001-06-07 00:00:00,False
S61103,Send Fine,,2001-06-07 00:00:00,
S62051,Send Fine,,2001-06-07 00:00:00,
S55607,Send Fine,,2001-06-07 00:00:00,
V7025,Send Fine,,2001-06-07 00:00:00,
N31911,Send Fine,,2001-06-07 00:00:00,
S60126,Send Fine,,2001-06-07 00:00:00,
S60708,Send Fine,,2001-06-07 00:00:00,
